OMIM_disease,OMIM_phen_key,OMIM_orgene,OMIM_id,OMIM_pos,OMIM_gene
"Choroid plexus papilloma, 260500 ",3,"TP53, P53, LFS1 , BCC7",191170,17p13.1,TP53
"Choroideremia, 303100 ",3,"CHM, TCD",300390,Xq21.2,CHM
"Chronic granulomatous disease due to deficiency of NCF-2, 233710 ",3,NCF2,608515,1q25.3,NCF2
"Chronic granulomatous disease, X-linked, 306400 ",3,"CYBB, CGD, AMCBX2, IMD34",300481,Xp21.1-p11.4,CYBB
"Chronic granulomatous disease, autosomal, due to deficiency of CYBA, 233690 ",3,CYBA,608508,16q24.2,CYBA
"Ciliary dyskinesia, primary, 1, with or without situs inversus, 244400 ",3,"DNAI1, CILD1, ICS, PCD",604366,9p13.3,DNAI1
"Ciliary dyskinesia, primary, 25, 615482 ",3,"DYX1C1, DYXC1, DYX1, CILD25",608706,15q21.3,DYX1C1
"Ciliary dyskinesia, primary, 29, 615872 ",3,"CCNO, UNG2, CILD29",607752,5q11.2,CCNO
"Ciliary dyskinesia, primary, 3, with or without situs inversus, 608644 ",3,"DNAH5, HL1, PCD, CILD3",603335,5p15.2,DNAH5
"Ciliary dyskinesia, primary, 5, 608647 ",3,"HYDIN, HYDIN1, CILD5",610812,16q22.2,HYDIN
"Ciliary dyskinesia, primary, 7, with or without situs inversus, 611884 ",3,"DNAH11, DNAHC11, CILD7, DNAHBL",603339,7p15.3,DNAH11
"Ciliary dyskinesia, primary, 9, with or without situs inversus, 612444 ",3,"DNAI2, CILD9",605483,17q25.1,DNAI2
"Cirrhosis, cryptogenic, 215600 ",3,KRT18,148070,12q13.13,KRT18
"Cirrhosis, cryptogenic, 215600 ",3,KRT8,148060,12q13.13,KRT8
"Citrullinemia, 215700 ",3,"ASS1, ASS",603470,9q34.11,ASS1
"Cleft lip/palate-ectodermal dysplasia syndrome, 225060 ",3,"NECTIN1, PVRL1, HVEC, PVRR1, PRR1, ED4, OFC7, CLPED1",600644,11q23.3,NECTIN1
"Cleft palate with ankyloglossia, 303400 ",3,"TBX22, CPX, ABERS",300307,Xq21.1,TBX22
"Cleidocranial dysplasia, 119600 ",3,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,RUNX2
"Cleidocranial dysplasia, forme fruste, dental anomalies only, 119600 ",3,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,RUNX2
"Cleidocranial dysplasia, forme fruste, with brachydactyly, 119600 ",3,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,RUNX2
"Clopidogrel, impaired responsiveness to, 609535 ",3,"CYP2C, CYP2C19",124020,10q23.33,CYP2C
"Cockayne syndrome, type A, 216400 ",3,"ERCC8, CKN1, CSA, UVSS2",609412,5q12.1,ERCC8
"Cockayne syndrome, type B, 133540 ",3,"ERCC6, CKN2, COFS1, CSB, ARMD5, UVSS1, POF11",609413,10q11.23,ERCC6
"Cocoon syndrome, 613630 ",3,"CHUK, IKBKA, NFKBIKA, IKKA, IKK1",600664,10q24.31,CHUK
"Coenzyme Q10 deficiency, primary, 3, 614652 ",3,"PDSS2, DLP1, C6orf210, COQ10D3",610564,6q21,PDSS2
"Coenzyme Q10 deficiency, primary, 4, 612016 ",3,"ADCK3, COQ8, CABC1, SCAR9, ARCA2, COQ10D4",606980,1q42.13,ADCK3
"Coffin-Lowry syndrome, 303600 ",3,"RPS6KA3, RSK2, MRX19",300075,Xp22.12,RPS6KA3
"Coffin-Siris syndrome 1, 135900 ",3,"ARID1B, BAF250B, KIAA1235, MRD12, CSS1",614556,6q25.3,ARID1B
"Coffin-Siris syndrome 3, 614608 ",3,"SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3",601607,22q11.23,SMARCB1
"Cohen syndrome, 216550 ",3,"VPS13B, KIAA0532, COH1",607817,8q22.2,VPS13B
"Cold-induced sweating syndrome 1, 272430 ",3,"CRLF1, CISS1",604237,19p13.11,CRLF1
"Cold-induced sweating syndrome 2, 610313 ",3,"CLCF1, BSF3, CLC, CISS2",607672,11q13.2,CLCF1
"Cole disease, 615522 ",3,"ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED",173335,6q23.2,ENPP1
"Cole-Carpenter syndrome 1, 112240 ",3,"P4HB, PROHB, CLCRP1",176790,17q25.3,P4HB
"Coloboma of optic nerve, 120430 ",3,"PAX6, AN2, MGDA, FVH1",607108,11p13,PAX6
"Coloboma, ocular, 120200 ",3,"PAX6, AN2, MGDA, FVH1",607108,11p13,PAX6
"Colon cancer, advanced, somatic, 114500 ",3,"SRC, ASV, SRC1, THC6",190090,20q11.23,SRC
"Colon cancer, somatic, 114500 ",3,"PTPN12, PTPG1",600079,7q11.23,PTPN12
"Colon cancer, somatic, 114500 ",3,"PTPRJ, DEP1",600925,11p11.2,PTPRJ
"Colon cancer, somatic, 114500 ",3,RAD54B,604289,8q22.1,RAD54B
"Colorblindness, deutan, 303800 ",3,"OPN1MW, GCP, CBD, CBBM",300821,Xq28,OPN1MW
"Colorblindness, protan, 303900 ",3,"OPN1LW, RCP, CBP, CBBM",300822,Xq28,OPN1LW
"Colorblindness, tritan, 190900 ",3,"OPN1SW, BCP, CBT",613522,7q32.1,OPN1SW
"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 ",3,"MUTYH, MYH",604933,1p34.1,MUTYH
"Colorectal cancer, 114500 ",3,"TP53, P53, LFS1 , BCC7",191170,17p13.1,TP53
"Colorectal cancer, hereditary nonpolyposis, type 1, 120435 ",3,"MSH2, COCA1, FCC1, HNPCC1",609309,2p21-p16,MSH2
"Colorectal cancer, hereditary nonpolyposis, type 2, 609310 ",3,"MLH1, COCA2, HNPCC2",120436,3p22.2,MLH1
"Colorectal cancer, hereditary nonpolyposis, type 4, 614337 ",3,"PMS2, PMSL2, HNPCC4",600259,7p22.1,PMS2
"Colorectal cancer, hereditary nonpolyposis, type 5, 614350 ",3,"MSH6, GTBP, HNPCC5",600678,2p16.3,MSH6
"Colorectal cancer, hereditary nonpolyposis, type 6, 614331 ",3,"TGFBR2, HNPCC6, AAT3, MFS2, LDS2",190182,3p24.1,TGFBR2
"Colorectal cancer, hereditary nonpolyposis, type 7, 614385 ",3,"MLH3, HNPCC7",604395,14q24.3,MLH3
"Colorectal cancer, hereditary nonpolyposis, type 8, 613244 ",3,"EPCAM, ACSTD1, TROP1, M4S1, MIC18, DIAR5, HNPCC8",185535,2p21,EPCAM
"Colorectal cancer, somatic, 114500 ",3,"AKT1, CWS6",164730,14q32.33,AKT1
"Colorectal cancer, somatic, 114500 ",3,"APC, GS, FPC, BTPS2",611731,5q22.2,APC
"Colorectal cancer, somatic, 114500 ",3,"AXIN2, ODCRCS",604025,17q24.1,AXIN2
"Colorectal cancer, somatic, 114500 ",3,BAX,600040,19q13.33,BAX
"Colorectal cancer, somatic, 114500 ",3,"BUB1B, BUBR1, MVA1",602860,15q15.1,BUB1B
"Colorectal cancer, somatic, 114500 ",3,"CTNNB1, MRD19",116806,3p22.1,CTNNB1
"Colorectal cancer, somatic, 114500 ",3,"DCC, MRMV1",120470,18q21.2,DCC
"Colorectal cancer, somatic, 114500 ",3,DLC1,604258,8p22,DLC1
"Colorectal cancer, somatic, 114500 ",3,"EP300, RSTS2",602700,22q13.2,EP300
"Colorectal cancer, somatic, 114500 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Colorectal cancer, somatic, 114500 ",3,"FLCN, BHD",607273,17p11.2,FLCN
"Colorectal cancer, somatic, 114500 ",3,MCC,159350,5q22.2,MCC
"Colorectal cancer, somatic, 114500 ",3,"MLH3, HNPCC7",604395,14q24.3,MLH3
"Colorectal cancer, somatic, 114500 ",3,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,NRAS
"Colorectal cancer, somatic, 114500 ",3,"PDGFRL, PDGRL, PRLTS",604584,8p22,PDGFRL
"Colorectal cancer, somatic, 114500 ",3,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,PIK3CA
"Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 ",3,"SLC25A1, SLC20A3, CTP, D2L2AD",190315,22q11.21,SLC25A1
"Combined SAP deficiency, 611721 ",3,"PSAP, SAP1",176801,10q22.1,PSAP
"Combined cellular and humoral immune defects with granulomas, 233650 ",3,RAG1,179615,11p12,RAG1
"Combined cellular and humoral immune defects with granulomas, 233650 ",3,RAG2,179616,11p12,RAG2
"Combined factor V and VIII deficiency, 227300 ",3,"LMAN1, ERGIC53, F5F8D, MCFD1",601567,18q21.32,LMAN1
"Combined hyperlipidemia, familial, 144250 ",3,"LPL, LIPD, HDLCQ11",609708,8p21.3,LPL
"Combined immunodeficiency, X-linked, moderate, 312863 ",3,"IL2RG, SCIDX1, SCIDX, IMD4",308380,Xq13.1,IL2RG
"Combined oxidative phosphorylation deficiency 1, 609060 ",3,"GFM1, EFG1, GFM, COXPD1",606639,3q25.32,GFM1
"Combined oxidative phosphorylation deficiency 13, 614932 ",3,"PNPT1, OLD35, COXPD13, DFNB70",610316,2p16.1,PNPT1
"Combined oxidative phosphorylation deficiency 17, 615440 ",3,"ELAC2, HPC2, COXPD17",605367,17p12,ELAC2
"Combined oxidative phosphorylation deficiency 18, 615578 ",3,"SFXN4, COXPD18",615564,10q26.11,SFXN4
"Combined oxidative phosphorylation deficiency 2, 610498 ",3,"MRPS16, COXPD2",609204,10q22.2,MRPS16
"Combined oxidative phosphorylation deficiency 26, 616539 ",3,"TRMT5, TRM5, KIAA1393, COXPD26",611023,14q23.1,TRMT5
"Combined oxidative phosphorylation deficiency 3, 610505 ",3,"TSFM, COXPD3",604723,12q14.1,TSFM
"Combined oxidative phosphorylation deficiency 4, 610678 ",3,"TUFM, EFTU, COXPD4",602389,16p11.2,TUFM
"Combined oxidative phosphorylation deficiency 5, 611719 ",3,"MRPS22, C3orf5, COXPD5",605810,3q23,MRPS22
"Combined oxidative phosphorylation deficiency 6, 300816 ",3,"AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5",300169,Xq26.1,AIFM1
"Complement component 4, partial deficiency of, 120790 ",3,"C1NH, HAE1, HAE2, SERPING1",606860,11q12.1,C1NH
"Complement factor D deficiency, 613912 ",3,"CFD, ADN",134350,19p13.3,CFD
"Complement factor H deficiency, 609814 ",3,"CFH, HF1, HUS, ARMD4, AHUS1",134370,1q31.3,CFH
"Complement factor I deficiency, 610984 ",3,"CFI, FI, AHUS3, ARMD13",217030,4q25,CFI
"Cone-rod dystrophy 11, 610381 ",3,"RAX2, RAXL1, QRX, CORD11, ARMD6",610362,19p13.3,RAX2
"Cone-rod dystrophy 12, 612657 ",3,"PROM1, PROML1, AC133, RP41, CORD12, CD133, MCDR2, STGD4",604365,4p15.32,PROM1
"Cone-rod dystrophy 13, 608194 ",3,"RPGRIP1, LCA6, CORD13",605446,14q11.2,RPGRIP1
"Cone-rod dystrophy 15, 613660 ",3,"CDHR1, PCDH21, PRCAD, CORD15, RP65",609502,10q23.1,CDHR1
"Cone-rod dystrophy 3, 604116 ",3,"ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2",601691,1p22.1,ABCA4
"Cone-rod dystrophy 5, 600977 ",3,"PITPNM3, NIR1, CORD5",608921,17p13.2-p13.1,PITPNM3
"Cone-rod dystrophy 6, 601777 ",3,"GUCY2D, GUC2D, LCA1, CORD6, RCD2",600179,17p13.1,GUCY2D
"Cone-rod dystrophy 7, 603649 ",3,"RIMS1, RIM1, RIM, KIAA0340, CORD7",606629,6q13,RIMS1
"Cone-rod dystrophy, 604393 ",3,"AIPL1, LCA4",604392,17p13.2,AIPL1
"Cone-rod dystrophy, X-linked, 1, 304020 ",3,"RPGR, RP3, CRD, RP15, COD1, CORDX1",312610,Xp11.4,RPGR
"Cone-rod dystrophy, X-linked, 3, 300476 ",3,"CACNA1F, CSNB2, CORDX3, CSNB2A, AIED, OA2",300110,Xp11.23,CACNA1F
"Cone-rod retinal dystrophy-2, 120970 ",3,"CRX, CORD2, CRD, LCA7",602225,19q13.33,CRX
"Congenital bilateral absence of vas deferens, 277180 ",3,"CFTR, ABCC7, CF, MRP7",602421,7q31.2,CFTR
"Congenital cataracts, hearing loss, and neurodegeneration, 614482 ",3,"SLC33A1, ACATN, AT1, SPG42, CCHLND",603690,3q25.31,SLC33A1
"Congenital disorder of glycosylation, type IIc, 266265 ",3,"SLC35C1, FUCT1, CDG2C",605881,11p11.2,SLC35C1
"Congenital disorder of glycosylation, type IIe, 608779 ",3,"COG7, CDG2E",606978,16p12.2,COG7
"Congenital disorder of glycosylation, type IIf, 603585 ",3,"SLC35A1, CST, CDG2F",605634,6q15,SLC35A1
"Congenital disorder of glycosylation, type IIg, 611209 ",3,"COG1, LDLB, KIAA1381, CDG2G",606973,17q25.1,COG1
"Congenital disorder of glycosylation, type IIh, 611182 ",3,"COG8, DOR1, CDG2H",606979,16q22.1,COG8
"Congenital disorder of glycosylation, type Ia, 212065 ",3,"PMM2, CDG1A",601785,16p13.2,PMM2
"Congenital disorder of glycosylation, type Ib, 602579 ",3,"MPI, PMI1, CDG1B",154550,15q24.1,MPI
"Congenital disorder of glycosylation, type If, 609180 ",3,"MPDU1, SL15, CDGIF",604041,17p13.1,MPDU1
"Congenital disorder of glycosylation, type Ig, 607143 ",3,"ALG12, CDG1G",607144,22q13.33,ALG12
"Congenital disorder of glycosylation, type Ij, 608093 ",3,"DPAGT1, DPAGT2, DGPT, CDG1J, CMSTA2, CMS13",191350,11q23.3,DPAGT1
"Congenital disorder of glycosylation, type Il, 608776 ",3,"ALG9, DIBD1, CDG1L, GIKANIS",606941,11q23.1,ALG9
"Congenital disorder of glycosylation, type In, 612015 ",3,"RFT1, CDG1N",611908,3p21.1,RFT1
"Congenital disorder of glycosylation, type Iq, 612379 ",3,"SRD5A3, SRD5A2L, CDG1Q, KRIZI",611715,4q12,SRD5A3
"Congenital disorder of glycosylation, type It, 614921 ",3,"PGM1, GSD14, CDG1T",171900,1p31.3,PGM1
"Congenital heart defects, nonsyndromic, 1, X-linked, 306955 ",3,"ZIC3, HTX1, HTX, VACTERLX",300265,Xq26.3,ZIC3
"Congenital myopathy with excess of muscle spindles, 218040 ",3,HRAS,190020,11p15.5,HRAS
"Congenital short bowel syndrome, 300048 ",3,"FLNA, FLN1, NHBP, OPD1, OPD2, FMD, MNS, CVD1, CSBS",300017,Xq28,FLNA
"Conotruncal anomaly face syndrome, 217095 ",3,"TBX1, DGS, CTHM, CAFS, TGA, DORV, VCFS, DGCR",602054,22q11.21,TBX1
"Conotruncal heart malformations, 217095 ",3,"NKX2-6, CSX2, CTHM",611770,8p21.2,NKX2-6
"Conotruncal heart malformations, variable, 217095 ",3,"NKX2-5, NKX2E, CSX, CHNG5, VSD3, HLHS2",600584,5q35.1,NKX2-5
"Cornea plana 2, autosomal recessive, 217300 ",3,"KERA, CNA2",603288,12q21.33,KERA
"Corneal dystrophy, Avellino type, 607541 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, Fuchs endothelial, 1, 136800 ",3,"COL8A2, FECD1, PPCD2",120252,1p34.3,COL8A2
"Corneal dystrophy, Fuchs endothelial, 3, 613267 ",3,"TCF4, SEF2, ITF2, PTHS, FECD3",602272,18q21.2,TCF4
"Corneal dystrophy, Fuchs endothelial, 4, 613268 ",3,"SLC4A11, BTR1, NABC1, CHED, CDPD, FECD4",610206,20p13,SLC4A11
"Corneal dystrophy, Fuchs endothelial, 6, 613270 ",3,"ZEB1, TCF8, NIL2A, PPCD3, FECD6",189909,10p11.22,ZEB1
"Corneal dystrophy, Fuchs endothelial, 8, 615523 ",3,"AGBL1, CCP4, FECD8",615496,15q25.3,AGBL1
"Corneal dystrophy, Groenouw type I, 121900 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, Reis-Bucklers type, 608470 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, Schnyder type, 121800 ",3,"UBIAD1, TERE1, SCCD",611632,1p36.22,UBIAD1
"Corneal dystrophy, Thiel-Behnke type, 602082 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, congenital stromal, 610048 ",3,"DCN, CSCD",125255,12q21.33,DCN
"Corneal dystrophy, epithelial basement membrane, 121820 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, gelatinous drop-like, 204870 ",3,"TACSTD2, TROP2, M1S1",137290,1p32.1,TACSTD2
"Corneal dystrophy, lattice type I, 122200 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, lattice type IIIA, 608471 ",3,"TGFBI, CSD2, CDGG1, CSD, BIGH3, CDG2, EBMD",601692,5q31.1,TGFBI
"Corneal dystrophy, posterior polymorphous 2, 609140 ",3,"COL8A2, FECD1, PPCD2",120252,1p34.3,COL8A2
"Corneal dystrophy, posterior polymorphous, 3, 609141 ",3,"ZEB1, TCF8, NIL2A, PPCD3, FECD6",189909,10p11.22,ZEB1
"Corneal endothelial dystrophy and perceptive deafness, 217400 ",3,"SLC4A11, BTR1, NABC1, CHED, CDPD, FECD4",610206,20p13,SLC4A11
"Corneal endothelial dystrophy, autosomal recessive, 217700 ",3,"SLC4A11, BTR1, NABC1, CHED, CDPD, FECD4",610206,20p13,SLC4A11
"Corneal fleck dystrophy, 121850 ",3,"PIKFYVE, PIP5K3",609414,2q34,PIKFYVE
"Corneal opacification and other ocular anomalies, 269400 ",3,"PXDN, D2S448E, KIAA0230, PRG2, PXN, COPOA",605158,2p25.3,PXDN
"Cornelia de Lange syndrome 1, 122470 ",3,"NIPBL, CDLS1",608667,5p13.2,NIPBL
"Cornelia de Lange syndrome 4, 614701 ",3,"RAD21, SCC1, NXP1, KIAA0078, CDLS4",606462,8q24.11,RAD21
"Cornelia de Lange syndrome 5, 300882 ",3,"HDAC8, MRXS6, CDLS5",300269,Xq13.1,HDAC8
"Corpus callosum, partial agenesis of, 304100 ",3,"L1CAM, CAML1, HSAS1, MASA, SPG1",308840,Xq28,L1CAM
"Cortical dysplasia, complex, with other brain malformations 6, 615771 ",3,"TUBB, TUBB5, M40, CDCBM6, CSCSC1",191130,6p21.33,TUBB
"Cortical dysplasia-focal epilepsy syndrome, 610042 ",3,"CNTNAP2, CASPR2, NRXN4, CDFE, AUTS15, PTHSL1",604569,7q35-q36,CNTNAP2
"Corticosteroid-binding globulin deficiency, 611489 ",3,"CBG, SERPINA6",122500,14q32.13,CBG
"Cortisone reductase deficiency 1, 604931 ",3,"H6PD, GDH, G6PDH, CORTRD1",138090,1p36.22,H6PD
"Cortisone reductase deficiency 2, 614662 ",3,"HSD11B1, HSD11, HSD11L, CORTRD2",600713,1q32.2,HSD11B1
"Costello syndrome, 218040 ",3,HRAS,190020,11p15.5,HRAS
"Coumarin resistance, 122700 ",3,"CYP2A6, CYP2A3, CYP2A, P450C2A",122720,19q13.2,CYP2A6
"Cowchock syndrome, 310490 ",3,"AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5",300169,Xq26.1,AIFM1
"Cowden syndrome 1, 158350 ",3,"PTEN, MMAC1, GLM2, CWS1",601728,10q23.31,PTEN
"Cowden syndrome 2, 612359 ",3,"SDHB, SDH2, SDHIP, PGL4, CWS2",185470,1p36.13,SDHB
"Cowden syndrome 3, 615106 ",3,"SDHD, PGL1, CWS3",602690,11q23.1,SDHD
"Cowden syndrome 6, 615109 ",3,"AKT1, CWS6",164730,14q32.33,AKT1
"Craniodiaphyseal dysplasia, autosomal dominant, 122860 ",3,"SOST, VBCH, CDD, SOST1",605740,17q21.31,SOST
"Craniofacial-deafness-hand syndrome, 122880 ",3,"PAX3, WS1, HUP2, CDHS, WS3",606597,2q36.1,PAX3
"Craniofacial-skeletal-dermatologic dysplasia, 101600 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Craniofrontonasal dysplasia, 304110 ",3,"EFNB1, EPLG2, CFNS, CFND",300035,Xq13.1,EFNB1
"Craniolenticulosutural dysplasia, 607812 ",3,"SEC23A, CLSD",610511,14q21.1,SEC23A
"Craniometaphyseal dysplasia, 123000 ",3,"ANKH, HANK, ANK, CMDJ, CCAL2, CPPDD",605145,5p15.2,ANKH
"Craniometaphyseal dysplasia, autosomal recessive, 218400 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Craniosynostosis 1, 123100 ",3,"TWIST1, ACS3, SCS, CRS1",601622,7p21.1,TWIST1
"Craniosynostosis 2, 604757 ",3,"MSX2, CRS2, HOX8",123101,5q35.2,MSX2
"Craniosynostosis 3, 615314 ",3,"TCF12, HTF4, CRS3",600480,15q21.3,TCF12
"Craniosynostosis 4, 600775 ",3,"ERF, PE2, CRS4, CHYTS",611888,19q13.2,ERF
"Craniosynostosis 6, 616602 ",3,"ZIC1, CRS6",600470,3q24,ZIC1
"Craniosynostosis and dental anomalies, 614188 ",3,"IL11RA, CRSDA",600939,9p13.3,IL11RA
"Creatine phosphokinase, elevated serum, 123320 ",3,"CAV3, LGMD1C, LQT9",601253,3p25.3,CAV3
"Creutzfeldt-Jakob disease, 123400 ",3,"PRNP, PRIP, KURU, CJD",176640,20p13,PRNP
"Crigler-Najjar syndrome, type I, 218800 ",3,"UGT1A1, UGT1, GNT1, BILIQTL1",191740,2q37.1,UGT1A1
"Crigler-Najjar syndrome, type II, 606785 ",3,"UGT1A1, UGT1, GNT1, BILIQTL1",191740,2q37.1,UGT1A1
"Crouzon syndrome with acanthosis nigricans, 612247 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Crouzon syndrome, 123500 ",3,"FGFR2, BEK, CFD1, JWS, TK14, BBDS",176943,10q26.13,FGFR2
"Cryohydrocytosis, 185020 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Culler-Jones syndrome, 615849 ",3,"GLI2, HPE9, CJS",165230,2q14.2,GLI2
"Currarino syndrome, 176450 ",3,"MNX1, HLXB9, HOXHB9, SCRA1",142994,7q36.3,MNX1
"Cutis laxa, AD, 123700 ",3,ELN,130160,7q11.23,ELN
"Cutis laxa, autosomal dominant 2, 614434 ",3,"FBLN5, ARMD3, ADCL2, ARCL1A, HNARMD",604580,14q32.12,FBLN5
"Cutis laxa, autosomal dominant 3, 616603 ",3,"ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3",138250,10q24.1,ALDH18A1
"Cutis laxa, autosomal recessive, type IA, 219100 ",3,"FBLN5, ARMD3, ADCL2, ARCL1A, HNARMD",604580,14q32.12,FBLN5
"Cutis laxa, autosomal recessive, type IIA, 219200 ",3,"ATP6V0A2, WSS, ARCL2A",611716,12q24.31,ATP6V0A2
"Cutis laxa, autosomal recessive, type IIIA, 219150 ",3,"ALDH18A1, PYCS, GSAS, ARCL3A, SPG9A, SPG9B, ADCL3",138250,10q24.1,ALDH18A1
"Cyanosis, transient neonatal, 613977 ",3,"HBG2, TNCY",142250,11p15.4,HBG2
"Cystathioninuria, 219500 ",3,CTH,607657,1p31.1,CTH
"Cystic fibrosis, 219700 ",3,"CFTR, ABCC7, CF, MRP7",602421,7q31.2,CFTR
"Cystinosis, atypical nephropathic, 219800 ",3,CTNS,606272,17p13.2,CTNS
"Cystinosis, late-onset juvenile or adolescent nephropathic, 219900 ",3,CTNS,606272,17p13.2,CTNS
"Cystinosis, nephropathic, 219800 ",3,CTNS,606272,17p13.2,CTNS
"Cystinosis, ocular nonnephropathic, 219750 ",3,CTNS,606272,17p13.2,CTNS
"Cystinuria, 220100 ",3,"SLC3A1, ATR1, D2H, NBAT",104614,2p21,SLC3A1
"Cystinuria, 220100 ",3,"SLC7A9, CSNU3",604144,19q13.11,SLC7A9
"Czech dysplasia, 609162 ",3,COL2A1,120140,12q13.11,COL2A1
"D-2-hydroxyglutaric aciduria 2, 613657 ",3,"IDH2, IDPM, D2HGA2",147650,15q26.1,IDH2
"Danon disease, 300257 ",3,"LAMP2, LAMPB, LGP110",309060,Xq24,LAMP2
"Darier disease, 124200 ",3,"ATP2A2, ATP2B, DAR",108740,12q24.11,ATP2A2
"De Sanctis-Cacchione syndrome, 278800 ",3,"ERCC6, CKN2, COFS1, CSB, ARMD5, UVSS1, POF11",609413,10q11.23,ERCC6
"De la Chapelle dysplasia, 256050 ",3,"SLC26A2, DTD, DTDST, D5S1708, EDM4",606718,5q32,SLC26A2
"Deafness, X-linked 1, 304500 ",3,"PRPS1, CMTX5, DFNX1, DFN2",311850,Xq22.3,PRPS1
"Deafness, X-linked 4, 300066 ",3,"SMPX, DFNX4",300226,Xp22.12,SMPX
"Deafness, X-linked 5, 300614 ",3,"AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5",300169,Xq26.1,AIFM1
"Deafness, autosomal dominant 1, 124900 ",3,"DIAPH1, DFNA1, LFHL1, SCBMS",602121,5q31.3,DIAPH1
"Deafness, autosomal dominant 10, 601316 ",3,"EYA4, DFNA10, CMD1J",603550,6q23.2,EYA4
"Deafness, autosomal dominant 11, 601317 ",3,"MYO7A, USH1B, DFNB2, DFNA11",276903,11q13.5,MYO7A
"Deafness, autosomal dominant 13, 601868 ",3,"COL11A2, STL3, DFNA13, DFNB53, FBCG2",120290,6p21.32,COL11A2
"Deafness, autosomal dominant 15, 602459 ",3,"POU4F3, BRN3C",602460,5q32,POU4F3
"Deafness, autosomal dominant 17, 603622 ",3,"MYH9, MHA, FTNS, DFNA17, BDPLT6",160775,22q12.3,MYH9
"Deafness, autosomal dominant 20/26, 604717 ",3,"ACTG1, DFNA20, DFNA26, BRWS2",102560,17q25.3,ACTG1
"Deafness, autosomal dominant 22, 606346 ",3,"MYO6, DFNA22, DFNB37",600970,6q14.1,MYO6
"Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 ",3,"MYO6, DFNA22, DFNB37",600970,6q14.1,MYO6
"Deafness, autosomal dominant 23, 605192 ",3,"SIX1, BOS3, DFNA23",601205,14q23.1,SIX1
"Deafness, autosomal dominant 25, 605583 ",3,"SLC17A8, VGLUT3, DFNA25",607557,12q23.1,SLC17A8
"Deafness, autosomal dominant 2B, 612644 ",3,"GJB3, CX31, DFNA2B",603324,1p34.3,GJB3
"Deafness, autosomal dominant 36, 606705 ",3,"TMC1, DFNB7, DFNB11, DFNA36",606706,9q21.13,TMC1
"Deafness, autosomal dominant 39, with dentinogenesis, 605594 ",3,"DSPP, DPP, DGI1, DFNA39, DTDP2",125485,4q22.1,DSPP
"Deafness, autosomal dominant 3A, 601544 ",3,"GJB2, CX26, DFNB1A, PPK, DFNA3A, KID, HID",121011,13q12.11,GJB2
"Deafness, autosomal dominant 3B, 612643 ",3,"GJB6, CX30, DFNA3B, DFNB1B, ECTD2, HED2",604418,13q12.11,GJB6
"Deafness, autosomal dominant 41, 608224 ",3,"P2RX2, P2X2, DFNA41",600844,12q24.33,P2RX2
"Deafness, autosomal dominant 4A, 600652 ",3,"MYH14, KIAA2034, DFNA4A, PNMHH",608568,19q13.33,MYH14
"Deafness, autosomal dominant 5, 600994 ",3,DFNA5,608798,7p15.3,DFNA5
"Deafness, autosomal dominant 56, 615629 ",3,"TNC, HXB, DFNA56",187380,9q33.1,TNC
